Text,label
喜马拉雅 听 完 〈 温暖 弦 〉 声音 很 好听 故事 很 感人 发现 宁波 1047 主播 ,Love
四百多 算是 便宜 吃 很多 东西 折扣 扇贝 海鲜 打折 ,None
还原 系统 设置 看 ,None
安又琪 一种 很 特别 气质 很 喜欢 陪 ,Love
播再 没用 当地政府 不知 ,Disgust
贵阳 温暖 牙签 我来 实践 粤语 哈哈哈 ,Happiness
号 亲爱 吃 核桃 ,None
投资界 朋友 ,None
花好 美 想 买 ,Love
无,None
机会 捏 捏 脸 太 可爱 ,Love
哈哈哈 哈哈 说明 我俩 有缘 ,Happiness
久 过段时间 久 严格 ,None
哈哈哈 还好 泰山 公馆 底下 储物箱 免费 存 屯 起来 取 哈哈 ,Happiness
分手 当初 有过 真爱 ,None
越 越 名字 有人 听人 讲课 比较 经典 重点 画面 ,None
遇 适合 ,None
病 干嘛 ,Disgust
没空 奈良 看 小鹿 小鹿 当时 拍 超 可爱 ,Love
摆摊 神棍 ,None
若来 绍兴 真会 景色 迷恋 杭州 西湖 选点 ,Love
说 数据 数据 背后 分析 有人 想 听 ,Disgust
地方 地道 ,None
关键 信号 信 号 灰 回去 ,Sorrow
下次 再 台湾 介意 海边 垦丁 澎湖 海 超级 美 ～ ,Love
嘴 毒辣 是因为 全家 住 监 ,Disgust
官方 人员 吐槽 ,Disgust
抢 得票 抢 不到 ,None
封口费 ,None
台面 台面 言行 台面 心灵 台面 照片 台面 ,Disgust
骂 狗 您 激动 ,Disgust
看 胖 ,None
不行 爱 夏天 爱 ,Love
抬举 周 美女 ,None
眼神 放箭 piupiupiu ,Happiness
亲爱 滴 好 ,Love
打开 小妖精 尿 ,Fear
我要 克服 困难 ,Love
抄袭 剧 想 上天 ,Disgust
哈哈哈 哈哈 双手 双脚 赞同 ,Happiness
哈哈 慌 扯 ,Happiness
超级 爱 趴 睡 ,Love
大王 临死时 情节 哭 成狗 娘娘 演技 祝福 越来越 好 ,Love
昂 西瓜 红 那种 带点 橙色 chili 红 ,None
要说 日常 吃 鸡 面子 ,Disgust
快 喝 介绍 那种 ～ ,None
撞 半身不遂 死 痛苦 ,Disgust
哈哈哈 试 好 几次 才行 中指 指关节 划 指关节 摁 屏幕 先停 一秒 再 ,Happiness
理解 零下 每次 发图会 写个 地点 再 加个 分隔符 ,None
问题 我家 拉多 软 ,None
迟到 十分钟 朋友圈 一周 ,None
发觉 放 ,Sorrow
一群 讲 ppt 好 紧张 赶脚 ,Fear
京东 家伙 ,None
恶心 薯片 吃太多 闹油 ,Sorrow
无,None
没染 阳光 正脸 见不得人 ,None
恐怕 想 这是 迈阿密 热火队 ,None
快 高兴 起来 明天 疯 ,None
真滴 特别 好 高中 关注 这位 咨询 站 天才少年 ,Love
好 淘宝 定制 手机 壳 图案 自选 材质 自选 ,None
面试 问题 真不知道 衣服 应该 正装 制服 ,None
长 很 好 条件 很 好 哈哈 羡慕 ,Happiness
终于 不用 害怕 剧透 ,None
江南 他许 愿望 希望 和昕昕 时装周 吃 玩 美去 看 节目 ,Love
喜欢 大鹏 感觉 才华 一路 抄袭 sb ,Disgust
我蛮 喜欢 吃 吃 蛋卷 哈哈 ,Love
必要 找 工作 买 浪费 钱 ,None
慢慢 调理 好 ,None
危险 危险 珍爱 生命 远离 云南 有钱人 别去 云南 玩 太 危险 ,Fear
希望 广州 深圳 太远 ,None
厉害 学校 考画 ,Love
干嘛 ,None
哈哈 肥 ,Happiness
喜欢 态度 ,Love
期待 改变 喽 ,None
好难 贪心 及格 好 ,None
哈哈 开心 开心 心情 不好 自卑 发 照片 夸夸 自信 ,Happiness
神器 肯定 晋级 ,None
有种 感觉 大腿 粗 ,None
哈哈 两天 撸 ,Happiness
哈哈 · · · · · · · ,Happiness
经验 面相 有没有 喝 ,None
忘掉 笑容 ,None
哈哈 合照 更棒 ,Happiness
乍一看 说 ,None
好 温馨 窝 小孩儿 貂蝉 ,Love
冬天 保暖 穿 起来 遭 不住 ,None
哈 段时间 ,None
双鱼 喜欢 双鱼 ,None
老谈 莲花 穗子 真爱 新剧 拿掉 ,Sorrow
清明 时节 晚上 路边 孤魂野鬼 烧纸 有没有 讲究 ,None
善变 花心 女人 请 选择 ,None
有趣 回复 点赞 ,Love
看 耳垂 厚不厚 一个打 耳垂 一个打 耳骨 ,None
这是 医美 产品 卖医 美的 肯定 便宜 ,None
心里 暗示 找个 女盆友 ,None
澳洲人 他书里 隐晦 透露 ,None
上课 难过 好 快 很 高产 ,None
秃子 有点像 吸毒 ,Disgust
快要 怕怕 啥时候 回来 定居 ,None
挺 有意思 冲着 宝剑 看 ,Love
看 副 眼镜 ! ,Love
哈哈 淘宝 比较 便宜 就让 同学 带来 ,Happiness
哈哈哈 光秃秃 飞行员 认证 会 太 浮夸 ,Happiness
先 注意 ,None
忘记 一点儿 不想 记 起来 ,None
回 蚌埠 火车 ～ 跳车 来得及 ,None
东拉西扯 这装 逼 功夫 真 到位 案子 公检法 解释 国法 哪条 颁布 受害人 一向 所有人 解释 ,Disgust
绝对 说 永康 哥 知己 ,None
会 吃 ,Love
火冒三丈 想到 很多 司机 乘客 野蛮 报复 忍住 ,Disgust
问题 包车 大叔 特别 会 拍照片 我能 学到 很多 技巧 ,Love
最后 总结 是因为 皮痒 想 抽 一家 抽 痛 干脆 两家 得罪 抽 起劲儿 ,Disgust
wifi 倒 很 普遍 肯定 能尿得 满意 ,Disgust
恩 加进去 故事 整个 比教 完整 书里 写 细致 精致 ,Love
季节 意大利人 很多 我订 不到 房间 祗 1500eur 一晚 ,None
哈哈哈哈 可惜 平 想要 高 哈哈哈 ,Happiness
本来 哭 眼泪 止住 ,None
发现 眼好 ,Love
好 排位 ,None
杀 不痛 ,None
乖乖 乖 哈 发现 化妆 好多 问题 ,Happiness
别 灰心 熬 所有 男粉 走掉 总有一天 会 出头之日 ,None
女 太爽了 晒 晒 黑 ,None
朋友 有展 柠檬 爸爸 ,None
悄悄的 告诉 老公 玩 ,None
哈哈哈哈 沉迷 韩剧 八尺 男儿 ,Happiness
每次 吃 吐司 好吃 特别 软 最 爱 > < ,Love
小偷 惨 众矢之的 ,Disgust
灏 明 很 能量 很 喜欢 很 看好 ,Love
期待 郑爽 罗晋演 到时候 看 翡翠 恋人 播放 蛮 期待 ,Love
挣去 年轻 ,None
吃 ,None
为啥 明明 大四 一点 理解 故意 把题 出得 特别 难 报复 不去 上课 同学 所有 老师 李延喜 ,Disgust
同事 永远 只能 同事 ,None
安藤是 馀 ,None
医院 说 医院 爆满 走廊 姑娘 发烧 咳嗽 流鼻涕 在家 吃药 我怕 医院 病菌 感染 ,Sorrow
老板 最后 赢家 仔细 想想 ,None
四 四 果断 关掉 毛衣 看 外套 ,None
额 说错 听说 想 好好 两部 压根 ,None
社会 下降 藏起 努力 生活 忍受 时 一死了之 ,Sorrow
无声 之中 你拉起 手 感觉 整个 黑夜 震动 这歌 很少 很少 唱 现场 真的 贼 动人 ,Love
说 茅盾 爱 未必 懂 年纪 爱 童话 理智 要个 懂 ,None
噗 想想 真的 老白 阿汪有 最大 难题 夏寒会 全世界 追杀 tvt ,None
好 看 确实 更新 ,None
钱 安全感 大于 爱情 ,None
会 关注 关注 ,None
喜欢 原 声 没理由 哈 ,Happiness
怼 地域 黑 ,Disgust
为啥 快 ,None
确实 占用 太 时间 找 工作 要紧 拖 越 拖 越 愿意 写 ,None
韦姐 （ 社长 说 周五 破格 上课 两 星期 不上 感觉 很 奇怪 ＞ ＜ 挂 科考 考前 焦虑症 破 ,Sorrow
我妈 ： 披 头发 山里 走 土 怪 ,Disgust
恐怖 游轮 看过 ,None
黑 代表 脏话 回去 变得 黑 河南 素质 ,Disgust
恩恩 金 中 ,None
好心 后来 好 难过 ,Sorrow
关注 咯 ,None
我会 仰望 星空 哈哈哈 哈哈哈 ,Happiness
吃 太 坐 鄙视 站 起来 懂 哈哈哈 两人份 ,Happiness
怂恿 ,None
挺 喜欢 非洲 ,Love
哈哈哈 地铁 螃蟹 奶奶 孙子 讨论 王俊凯 ,Happiness
谢谢 姚 老师 关心 在家 躺 明天 应该 好 ～ ,None
两个 明星 想到 倪妮 高圆圆 ,Love
我用 小刀 刀刻 ,None
我画 生日蛋糕 喜欢 咩 哈哈 ,Happiness
问题 时间 凑 不到 一块 ,Fear
哼 绝食 需要 静静 ,Sorrow
儿子 会 爬 桌子 爬 椅子 家里 一只 猴子 ,None
恩 ! 早晨 东西 叫醒 ! ,None
无,None
撞车 五 杀 差 一点点 队友 发 好气 五杀 ,None
吴京 拍 ,None
唔 会 还算 有型 · · · · ,None
俩 吃 别点 油炸 好吃 还油 陪个 金枪鱼 紫菜 包饭 ,None
哦 整 男人 吼 ,None
披肩 厚 ,None
问题 那该 u23 换上去 踢不到 10 分钟 再 ,None
蛋糕 看着 好吃 ,Love
我要 男朋友 求 哥哥 好 介绍 ,None
毛哥 射手座 代表 人物 ～ 花心 好色 样样 ,None
食堂 不好 ,None
明天 基德 问问 ,None
明白人 吵架 糊涂人 说话 说 道理 ,None
哦 哦 没见 实体 猫 不养 动物 很 可爱 ,Love
锻炼 坚强 意志力 ,Love
诶 拥抱 sun moon 结局 看 ,Sorrow
真的 扎心 本来 投票 方法 ,Sorrow
冷笑 话 hhhhhhhhh 讲 干 冷笑 话 ,Happiness
平平淡淡 真 ,None
事 少管 反正 蛆家癌 ,None
功夫茶 太 费事 忙 半天 喝 酒杯 一盏 茶 洗 一大堆 茶具 ,None
哈哈哈 哈哈 媳妇 变 ,Happiness
挺 好 专一 哈哈 ,Happiness
看 想 谈恋爱 好 喜欢 丁海寅 喜欢 韩 男星 ,Love
动手 成天 来博 关注 营销 号 一贯 作风 ,Disgust
混 喝水 ,None
妈哟 老子 不该 搞 ,None
没事 好像 大山 录 ,None
说话 嘟嘴 耳朵 一丝 耳垂 ,None
那英 真的 蟹 蟹 杰伦 诶 发觉 那英 歌好 适合 唱 那首 一笑而过 唱 好好 听 ,Love
防弹 歌 很 风格 ,Love
抱歉 曲 库里 首歌 ,None
新 食堂 二楼 一家 韩食 寿司 拌 饭 拉面 火锅 挺好吃 ,Love
深圳 不冷 玩玩 下个 学期 找 找 大葱 玩玩 ,Happiness
好事 太 幸福 ,Love
狗 死 生 无可 恋 ,Sorrow
哈哈 那要 ,Happiness
最 爱 姐姐 弟弟 ,Love
打工 赚钱 ,None
半年 收获 最大 嘿嘿嘿 希望 好好 珍惜 才貌双全 妹纸 ,Happiness
应该 哈哈 ,Happiness
嘻嘻 最近 忙 狗 = = 应该 会 空闲 一点 猜 哈哈哈哈 时 大伙 踩 场 ,Happiness
第四 ,None
爱 ,None
逻辑 不通 漏洞百出 感觉 逻辑性 很强 比较 观众 外行 居多 承认 电视剧 市场运作 成功 贴合 观众 人群 ,Disgust
某人 说 哈 晓得 黄小 耙 好 ,None
会 猫 ,None
可怜 狗狗 狗 猫 离不开 主人 ,Sorrow
唐人街 吃 一顿 好 ,None
肯定 有事 感慨 \ 说 姐姐 听听 ,None
恩恩 我怕 声音 很响 闪电 睡不着 ,Fear
kkk 名字 好好 听 ,Love
减肥 罐 酸奶 ,None
事 激动 ,None
汪涵 代言 哈哈哈 统一 老坛 味儿 ,Happiness
蛋 蛋 形状 喜欢 咸鸭蛋 黄 ,None
医生 挂 当时 说 话 点 猛药 不行 ,None
不行 太重 感情 哭 稀里哗啦 ,Sorrow
高贵 灵魂 掩盖 清新 脱俗 气质 不用 担心 ,Happiness
当事人 发作 ,None
好 想 一家 店 ,Love
吃 热量 超标 问题 生命危险 有人 自助餐厅 送 医院 ,None
伺候 回去 老老实实 伺候 格格 一辈子 ,None
王雷 发现 咋办 兔子 酸酸 潮仔 哈哈哈哈 ,Happiness
朋友 没意思 下次 一块 吃饭 逛街 玩吧 好 ,None
我要 不到 照片 着急 ,None
说 梦想 梦想 婊 梦想 反而 骂人 工具 ,Disgust
养老金 看 医生 ,None
好 功能 清理 4gb 剩下 抽空 删点 应用程序 感谢 提醒 点赞 ,Love
恩 注会 几个 学姐 考 书好 厚 加油 ,Love
好 想 好 ,Love
旅游 累人 注意 休息 ,None
落地 成盒 意外 爱情 道路 专注 医疗 事业 潜心于 爱 献身 ,None
秀 恩爱 ,None
骂人 反抗 真心 骂人 无聊 ,Disgust
贵阳 港口 快 帮 贵阳 找要 煤炭 哈哈 ,Happiness
哈哈哈 哈哈 有福同享 ,Happiness
近点 成都 长沙 想 地方 太 热闹 安静 地方 乌镇 钱 ,Sorrow
我试 拌 苦瓜 妈 性格 好吃 ,Love
谭乔 逮到 勒 ,None
做 旅游 好 ,None
牛 认得 路 ,None
清净 包场 feel ～ 两天 情况 ,Love
cpb11 快 铁盘 ,None
恋爱 季 ,None
有人 说 很贵 ,None
别 比较 等会会 有人 高级 黑何 ,Disgust
国内 吃 查 大众 点评 应该 会 找到 哦 ,None
最近 每次 jokester 搞 没关系 找个 机会 劈酒 ,None
松江 新开 那家 活动 优惠 感觉 应该 不错 ,Love
地方 读书 骄傲 ,Love
酒 文化 真是太 恐怖 难逃 量 昨天 喝 三两 ,Fear
爱 爱 勇敢 说 粗来 ,None
黑子 黑 唱功 看过 演唱会 信 ,Disgust
亲 下次 直播 六 总不熟 收视率 飙升 ,None
抱抱 ～ 也许 事情 想 发展 乐观 一点 勇气 找 回来 别 丢 ,Love
恭喜 真的 很 好看 ,Love
理毛 头 蹭 求 报恩 ,None
赴美 老前辈 哈哈 美国 历史 风土人情 心情 挺 放松 ,Happiness
哈哈 看 ,Happiness
谢谢 生死之交 ,Happiness
包括 混得 风生水 说 一句 羡慕 ,Disgust
明天 零下 八度 发抖 ,Sorrow
加油 新 生活 愉快 远离 办公楼 生活 美好 ,Love
好像 很 厉害 样子 ,Love
打招呼 躲开 会 开心 一点 ,Happiness
说 不好 张 感觉 很棒 ,Love
日本 玩 一趟 ,None
兴趣 ,None
发个 照片 快 累 爬 出院 ,None
昨天 晚饭 同学 吃 釜山 料理 ,None
行 一会 下楼 ,None
哈哈哈 哈哈哈 太有 道理 ,Happiness
这狗 很 不好 养 ,None
刚刚 吃饭 红色 美丽 ,Love
哈哈哈 哈哈 这才 聚会 态度 ,Happiness
真的 很 喜欢 公开 gxt 太难 接受 也许 缓 一段时间 再 喜欢 ,Sorrow
13 点 喜欢 骂骂 ,None
你好 明天 启程 湖南 请问 告知 衣物 谢谢 ,None
哄 蔡依林 开心 六年 挺 好 总算 分 ,Love
希望 涛哥 打死 ,None
喜欢 倒数 第三张 哈哈 花痴 太 真实 ,Happiness
好 值得 等待 ～ ～ 超级 期待 ,Love
我家 立夏 小姐姐 三十 来集 配角 心疼 ,Sorrow
搞 删 ,None
再 虐待 不理 ,None
希望 另一只 肿起来 ,Disgust
照顾 好 孩子 元旦 快乐 ,Love
面目 长相 体态 身形 全方位 猥琐 ,Disgust
好 整齐 字 字 太丑 私信 老师 好好 练字 ,Sorrow
确认 眼神 ,None
多新 账户 ,None
停雨 希望 明天 会 晴天 ,Happiness
讨厌 恶心 ,Disgust
嘻嘻 iphone ,Happiness
我要 疼 老婆 干嘛 孝敬 就行了 ,None
花钱买 卑微 真的 别家 心痛 yk 一轮 再 约 ,Disgust
声音 键 凹 ,Disgust
有没有 说 伤感 ,None
职业病 防治法 这是 用人单位 法定 责任 安监局 举报 申请 劳动 仲裁 ,None
夸 时间 看个 特写 有出 颜色 ,Love
应该 北京 ,None
好美 去年 妹妹 麻麻 买 深紫色 玫瑰 ,Love
不怕 弱女子 干什么 ,None
想方设法 时间 整 一块 ,None
瘦下来 节食 运动 恐慌 ,Fear
富强 爱国 行嘛 ,None
哈哈 · 超越 · ,Happiness
吃 得够 贫血 医生 食补 不行 吃 药片 ,Sorrow
一点点 天赋 画 小孩 ,None
两天 独 守空房 看 优酷 圆桌 派 有意思 还助 睡眠 不怕 鬼 ,None
贵 应该 很 好 牌子 奥 特莱斯 折 ,None
嫌弃 胖 ,Sorrow
吃 一圈 ～ 玩 一圈 ～ ,Happiness
玲子 每次 穿 裙子 想想 好笑 ,Happiness
喜欢 刘忻 干嘛 ,Love
生理期 照个 b 超啥 别 不在意 ,None
悲 催 ,Sorrow
说 辣 耳朵 想 ,None
成 神经病 ,Disgust
哈 华为 农村 房子 便宜 1000 万科 房子 ,None
说好 三月 减肥 天 吃 ,None
见 诋毁 骂 起来 发现 叫骂 说 道理 ,Disgust
喜欢 莲香楼 陶陶 居 广州 酒家 不错 ,Love
最好 收藏 噶 食 唔 食 噶 唔 系好 好玩 好体 噶 ,None
老婆 带到 办公室 说 说 害 好 囧 ,Disgust
担心 孩子 害怕 我关 小黑 屋 陪 睡 听 炮火 声 娃 叼 安抚 奶嘴 睡 没什么 压力 我要 崩溃 ,Disgust
额 说 事实 ,None
没事 抗砖 高铁 北京 伤口 裂开 ,None
哈哈 紧小黄 步伐 ,Happiness
亲爱 你会弹 吉他 ,None
施厚 帅 记得 一集 戴 墨镜 穿 白衬衫 找 素妍 好帅 ,Love
哈哈 柴门 饭儿 吃 蛋 烘 糕 ,Happiness
有人 抽烟 烦人 那天 人不多 哈哈 很 出名 吉他 弹得 硬伤 ,Disgust
祖宗 十八代 猪狗 杂交 垃圾 十八代 垃圾 最后 一代 血脉 死绝 ,Disgust
异曲同工 之妙 希望 新年 水果 管够 ,Love
排队 情况 亲爱 滴 ,None
如意 评价 ,None
感觉 漫画 看 好多 ,None
还发 两道 厉害 ,None
红 节奏 ,None
新 食堂 昨天 龙洞 ,None
天 大便 一百回 ,None
漏雨 哭 买 顶楼 风险 ,Disgust
养好 身体 快快 生个 小宝宝 ,Love
麻烦 车费 邮费 不如 ems ,None
好惨 ,Sorrow
我妈 揍 生气 ,None
看着 鹿哥 健身 海涛 健身 不行 懒 瘦成 位数 脸 见 鹿晗 ,None
妳 喜欢 看 足球 ,None
天然 呆 萌到 地步 奇葩 ,Disgust
发 照片 高兴 好 ,Love
对付 鉴定 好 没事 看看书 跟个 狗 骂人 b 数 ,Disgust
先 开关 开 长 拇指 贴 一大块 肉 面积 ,None
馋猫 ,None
请 拇指 狂人 ,Happiness
非 拆台 不介意 昨天 真相 发 ,None
国庆 档 电影 不错 ,Love
支持 跳槽 说 忠诚 最 愚蠢 东西 ” 这话 ,Disgust
哈哈 太会赞 小把戏 哦 ,Happiness
爱 吃 猫 哆哩 减肥 ,Love
好心 ,None
最近 本书 好火 ,Love
加油 先 手机 售后 再 忠实 乐迷 受不了 ,Disgust
讽刺 文化 水平 文化 水平 不高 划 重点 形式 内容 表达 传播 上快 手喊 麦和嘻哈 本质区别 ,Disgust
内双 很 美 ,Love
射阳 好 高级 无锡 冷 ,None
当时 agoda 订 反正 agoda booking 语言 英语 交流 肢体 语言 世界 通用 ,None
霸道 总裁 秒杀 全剧 ,None
会 逛街 ,None
话 说 身高 真的 很 厉害 ,Love
恐怖 ,Fear
卢本伟 早就 凉 差 一刀 补掉 ,None
差 接受批评 ,Disgust
杜高 自来 熟 咬 ,None
初二 初九 出去玩 ,None
抽签 妄自菲薄 ,None
为难 ,None
老 思想 老顽固 听 父母 话 怂 包 男人 愚蠢 女人 ～ ,Disgust
哈哈哈 穿 小鞋 鞋 感觉 脚会 很 冷 ,Happiness
憨 娃娃 不克 点玩 八月份 我要 昆明 ,None
哈哈 幸亏 回去 冬天 ,Happiness
不疼 吃奶 高兴 心情 高兴 莫名 高兴 ,Sorrow
说明 需要 进阶 ,None
还好 吖 学 音乐 ,None
很 喜欢 韩 香阁 ,Love
谭虾 喜欢 椒盐 ,Love
社长 确实 蛮帅 ,Love
回避 问题 说明 很大 问题 禁区 设立 多年 教育 最 成功 地方 ,Disgust
嘻嘻 白 感觉 ,Happiness
没说 画 耳聋 喔 ,Disgust
数学 想 好 ,Sorrow
好 几天 没见 ,None
弟弟 太 可爱 ,Love
说 夏天 应该 系列 好 夏天 ,None
一声 姨妈 一辈子 坦荡 ,None
那天 测 惊奇 发现 灿烈 ,None
很 久 气愤 想 卸载 大麦 tm 付款 成功 ,Sorrow
男朋友 勇气 ,None
你婷 老 褶子 炸 ,None
必然 做梦 梦 不到 帝都 ,None
恩得 换 号 平时 会 走 流量 ,None
郑爽 脑 残粉 真多 没红 ,Disgust
哈哈 ,Happiness
伤害 ,None
说 面试 两千人 ,None
分钟 不行 那得 黑 ,None
抑郁症 进 地狱 普通人 天堂 地狱 共同语言 天堂 生活 两样 ,None
北京 十年 前雾 霾 可比 公众 对雾 霾 概念 无人 关心 空气污染 很多 ,Disgust
巴黎 最 冷 哈哈 ,Happiness
粉丝 惹来 真 了不起 哦 ,Disgust
大哥 我刚 做 为啥 最 开裂 很 硬 火高 ,None
好 汤是 椰子 蘑菇 汤 人生 两样 最 好吃 出自 这家 店 ,Love
肯定 肯定 安心 10 天 考试 妈妈 ,Sorrow
聊 没吐槽 ,None
太气 说 不男不女 直男癌 体现 素质 低下 一生 黑 ,Disgust
选择 狗 只能 安慰 快 结束 ,Sorrow
真心 好 妹妹 嘿嘿 ,None
张大 勇 脑子 问题 明 蓝嘉文 喜欢 避嫌 ,Disgust
气 不想 哭 露露 人过 挺 好 新型 渣 男 离远 一点 # 袁姗姗 国民 生活 # ,Disgust
新 一年 精致 起来 吖 ,Love
rng 笑 死 rng 很强 血腥 16 年 msi 四强 说 妈 ,Disgust
可惜 美好 星空 拍 没法 看 美食 最近 发胖 缘故 好多 好吃 ,Sorrow
女人 直觉 很准 ,Happiness
我家 ,None
顶 咩 甘 麻烦 费事 走离 走 ,None
没给 心如 送祝福 友谊 朋友 最 厚实 ,None
说 承认 当局 执政者 ,None
曝光 几分钟 （ 月亮 拍 前景 ） 拍 延时 曝 ,None
哈哈哈 哈哈 住 好 没用 哦 看 帅哥 看累 ,Happiness
鲜虾 鱼 板面 嘿嘿 ,Happiness
占用 馀 地方 休息 天天 喊 包容 包容 包容 ,Disgust
小时 时差 我刚 下课 回家 玩 开心 纯姐 ,Love
经历 朋友 说不定 会 变淡 外物 经历 会 跟随 一生 ,None
说 再也 随便 买 买 退 ,Fear
哈哈哈哈 哈哈哈 羡慕 导师 ,Happiness
路 长 会 时间 问题 ,Love
好好 上班 好好 装 ,None
炫耀 上海 吃 ,None
需求 ,None
冰姐 好 爱 好久 61 亲下 ,Love
买 买 后悔 ,None
世界 会 遇见 等一等 ,Love
果断 木有 洗 点 起来 洗 ～ ,None
总 说 奇怪 哈哈哈 普遍 一点 问题 ,Happiness
哈哈 会 很 情绪 代入 世界 里 哈哈哈 哈哈 ,Happiness
屁墩 可爱 送给 小姐姐 ,Love
黑 人太多 ,Disgust
图片 里 说 找汉女 玩 ,None
美版 找 不到 ,None
说明 完美 中性 皮 羡慕 ,Love
苹果 会理 叫嚣 苹果 好用 手机 到手 两年 几部 骗骗 没用过 ,Disgust
电动车 未来 趋势 说 零 污染 电池 必有 污染 燃油 车 环保 ,None
大佬 厉害 ,Love
两句话 太 迷人 ,Love
哈哈 颠复 麻辣烫 印象 ,Happiness
说 头像 ,None
吃 不怕 新闻 爸爸 ,None
前门 住 ,None
名花有主 很 ,None
喜欢 蜂蜜 ,Disgust
闺女 多大 穿 妈妈 ,None
面前 恶心 ,Disgust
长得 乖 任性 ,Love
上海 好多 医生 做 ,None
大会 看 看 羽毛球 比较 耐性 ,None
吵 小平 站 校门口 照相 哈哈哈 哈哈 ,Happiness
哈哈哈 哈哈 ,Happiness
戏份 少 挡不住 蒋 大人 魅力 ,Love
两颗 兔子 牙太 醒目 投票 对家 追 厉害 ,None
经历 太 险恶 世界 子奇 勇气 感觉 世界 同化 ,None
肌底 液 油 挺 清爽 安瓶 没用过 看 安瓶 测评 好像 适合 干皮 ,None
研究 混过去 哈哈 ,Happiness
热 宝藏 ,Love
看 好 推荐 ,None
哈哈哈 哈哈哈 打扮 成 很 好看 ,Happiness
脸 响当当 贼 舒服 ,Happiness
写 哭 ,Sorrow
心疼 妈 生出 杂种 生 受 罪 唉 心疼 妈妈 ,Disgust
王府 半岛 柜姐 需要 ,None
宝宝 五个 月 孩子 太 淘气 太 累人 ,None
哈哈 那好 换 对象 折磨 养 白白胖胖 好 现象 ,Happiness
此生 无憾 恨不得 点 五份 真的 太 少 ,Love
干 休假 早点 三周 ～ ,None
b 站 两个 月 搜 收藏 唱歌 视频 收藏 ,None
题目 宋代 宗室 犯罪 类型 惩治 ,None
无良 学者 明明 领导 马先生 这是 避重就轻 ,Disgust
人类 历史 淘汰 民族 文明 没什么 可惜 需要 一群 毒虫 消失 负责 ,Disgust
好多 赞都 无缘无故 消失 朋友圈 发 赵薇 话题 ,Sorrow
不行 做不了 体育节目 扛不住 ,None
比较 聪明 ,None
食物 葱 少 点 挑葱 好 辛苦 ,Disgust
好 谢谢 美女 建议 美女 美白 精华 再用 一款 ,Happiness
爬出去 妈 可怕 ,Fear
报表 未 做 完 吖 昨日 痛到 伸 唔 直 宜家 仲好 痛 ,Sorrow
录 声音 里 跑调 破音 真的 分 分钟 跳出 画面 ,None
爱 估计 永生 难忘 哦 ,Happiness
嘻嘻 气不气 客气 （ 三押 ,Happiness
哈哈 回来 讲解 穿 买 娃娃 蹦蹦 大人 哈哈 ,Happiness
小时候 吃 很 好玩 ,Love
中国 悲哀 说话 ,Disgust
加油 ,Love
写 校园 写 跑 偏 写成 景点 完 能得 分 作文 ,Sorrow
友友 真 会 体贴人 发现 我要 爱上你 哈哈 晚安 哦 ,Happiness
林黛玉 弱弱 杨贵妃 丰满 评论 侧重点 话 画 哦 ,None
好 丧 努力 表现 很 乐观 ,Sorrow
原创 无凭无据 黑人 ,Disgust
温州 很多 有名 宵夜 我特 喜欢 人民 路 天上人间 猪脏粉 夜宵 吃 ,Love
西村 雅彦 闪光 兽 太赞 ,Love
说 （ 结婚 处 对象 单身 狗 ） ,None
明天 唱 哦 连开 两场 ,None
" , 国钢 越来越 霸气  ",None
柯震东 参与 吸毒 说 要关 14 天 房子 不好 说 ,None
夸奖 ,Love
吉 大二 院来 ,None
理论 先要 考掉 ,None
好 ,None
回来 记得 礼物 一路顺风 ,None
身经百战 千金难买 真心 没准 明天 会 感受 身边 温暖 加油 开开心心 ,Love
喜欢 长着 大叔 脸 却 貌似 学生 党 天真无邪 样子 ,Love
劝 组嘲 王俊凯 丑 超 2000 最赞 冷静 组 2000 赞 水平 可不 ,None
团 导游 姐姐 落地 导带 地方 全是 自由 行 玩儿 ～ ,None
一不小心 成 专业 麻豆 ,None
好 可爱 好 可爱 ! ! ! ,Love
双皮奶 会 做 想 吃 ,None
甘 辛苦 唔 好 翻工 其他人 帮 做 身体 要紧 吖 ,Love
表 激动 跟姐 说 发生 事 ～ ,None
做不来 干 坐 ,None
懂 法定 假日 会 调休 形成 周六 周日 加班 情形 系统 自动 周六 周日 响起 ,None
新郎 致辞 婚礼 中 重要环节 经验 教教 细佬 ,None
好 喜欢 局长 二 队长 搞笑 担当 ,Love
说不定 老师 好脾气 ,None
请 关注 中国 教育 电视 一台 天才 顶力 支持 中国农业大学 大一 正阳 师弟 加油 ,Love
一看 光会 看 图画 读 文字 ,Disgust
没用 微印用 米 莫 ,None
喜欢 喝 没喝 说 好喝 ,None
哈哈 一位 定期 顾客 ,Happiness
脸太长 压一压 ,None
蚊子 ： 灵魂 撞击 ,None
真的 心塞 好久 可惜 ,Sorrow
蒽蒽 开玩笑 肯定 开心 ,Happiness
上海 少儿 基金 ,None
别买 预售 久 这期 好 多家 好多 好看 ,Love
记得 这条 自以为是 评论 ,None
昨天中午 偷偷摸摸 铲子 单位 院子 里 挖 土 ps : 明天 小心 席 ,None
爱 超级 喜欢 ,Love
站 往前 挤 穿过 人群 站 第一排 ,None
下次 外面 太冷 暖和 逛 ,None
好 喽 ,Love
有人 说 瘦子 可爱 ,Love
qaq 太 遗憾 大哭 ,Sorrow
我用 照片 唤醒 术 ,None
